Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
289577,The Kin,Peter Dickinson,"Dickinson, Peter",Ian Andrew,"=""0142501204""","=""9780142501207""",0,3.99,Firebird,Paperback,640,2003,2003,,2019/12/21,"to-read, horror-thriller","to-read (#173), horror-thriller (#11)",to-read,,,,0,,,0,,,,,
18460392,All the Bright Places,Jennifer Niven,"Niven, Jennifer",,"=""0385755880""","=""9780385755887""",2,4.14,Knopf,Hardcover,378,2015,2015,2017/03/26,2017/03/26,read-in-2017,read-in-2017 (#41),read,,,,2,,,0,,,,,
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",0,4.32,Scribner,Hardcover,531,2014,2014,,2019/12/12,"to-read, historical-fiction","to-read (#170), historical-fiction (#1)",to-read,,,,0,,,0,,,,,
209576,In the Buddha's Words: An Anthology of Discourses from the Pali Canon,Bhikkhu Bodhi,"Bodhi, Bhikkhu",,"=""0861714911""","=""9780861714919""",0,4.38,Wisdom Publications,Paperback,486,2005,2005,,2019/12/08,to-read,to-read (#169),to-read,,,,0,,,0,,,,,
15729539,NOS4A2,Joe Hill,"Hill, Joe",,"=""0062200577""","=""9780062200570""",0,4.08,William Morrow,Hardcover,692,2013,2013,,2019/12/08,"to-read, horror-thriller","to-read (#167), horror-thriller (#9)",to-read,,,,0,,,0,,,,,
30326596,Small Beauty,jia qing wilson-yang,"wilson-yang, jia qing",,"=""0994047126""","=""9780994047120""",0,4.18,Metonymy Press,Paperback,160,2016,2016,,2019/07/10,"to-read, lgbtq-rep","to-read (#140), lgbtq-rep (#2)",to-read,,,,0,,,0,,,,,
36100717,Mindhunter: Inside the FBI's Elite Serial Crime Unit,John E. Douglas,"Douglas, John E.",Mark Olshaker,"=""1501191969""","=""9781501191961""",0,4.06,Gallery Books,Paperback,420,2017,1995,,2019/02/21,"to-read, libby, nonfiction","to-read (#117), libby (#5), nonfiction (#8)",to-read,,,,0,,,0,,,,,
17851885,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,"Yousafzai, Malala",Christina Lamb,"=""0316322407""","=""9780316322409""",0,4.12,"Little, Brown and Company",Hardcover,327,2013,2012,,2018/12/10,"to-read, libby, memoirs","to-read (#84), libby (#23), memoirs (#3)",to-read,,,,0,,,0,,,,,
42395665,Never Grow Up,Jackie Chan,"Chan, Jackie","Zhu Mo, Jeremy Tiang","=""147117722X""","=""9781471177224""",0,3.97,Simon & Schuster UK,Hardcover,352,2018,2015,,2018/11/13,"to-read, memoirs","to-read (#78), memoirs (#2)",to-read,,,,0,,,0,,,,,
40909460,"Rumple Buttercup: A Story of Bananas, Belonging, and Being Yourself",Matthew Gray Gubler,"Gubler, Matthew Gray",,"=""0525648445""","=""9780525648444""",0,4.64,Random House Books for Young Readers,Hardcover,136,2019,2019,,2018/09/29,"to-read, graphic-novel","to-read (#75), graphic-novel (#2)",to-read,,,,0,,,0,,,,,
17265216,"Star Wars: Jedi Academy (Jedi Academy, #1)",Jeffrey Brown,"Brown, Jeffrey",,"=""0545609992""","=""9780545609999""",0,4.22,"Scholastic, Inc.",Paperback,160,2013,2013,,2019/07/11,read-in-2013,read-in-2013 (#8),read,,,,1,,,0,,,,,
20578900,"Star Wars: Jedi Academy 2: Return of the Padawan (Jedi Academy, #2)",Jeffrey Brown,"Brown, Jeffrey",,"=""0545621259""","=""9780545621250""",0,4.28,"Scholastic, Inc.",Hardcover,176,2014,2014,,2019/11/07,,,read,,,,1,,,0,,,,,
15852522,Vader's Little Princess,Jeffrey Brown,"Brown, Jeffrey",,"=""1452118698""","=""9781452118697""",0,4.03,Chronicle Books,Hardcover,64,2013,2013,,2019/11/07,,,read,,,,1,,,0,,,,,
13163846,Darth Vader and Son,Jeffrey Brown,"Brown, Jeffrey",,"=""145210655X""","=""9781452106557""",0,4.09,Chronicle Books,Hardcover,64,2012,2012,,2019/11/07,,,read,,,,1,,,0,,,,,
5632446,Columbine,Dave Cullen,"Cullen, Dave",,"=""0446546933""","=""9780446546935""",0,4.26,Twelve,Hardcover,417,2009,2009,,2018/12/13,"to-read, nonfiction","to-read (#85), nonfiction (#1)",to-read,,,,0,,,0,,,,,
11334,Song of Solomon,Toni Morrison,"Morrison, Toni",,"=""140003342X""","=""9781400033423""",0,4.10,Vintage,Paperback,337,2004,1977,2019/02/12,2019/01/08,"for-school, read-in-2019, owned","for-school (#4), read-in-2019 (#3), owned (#32)",read,,,,1,,,0,,,,,
34066621,Strange Weather,Joe Hill,"Hill, Joe",,"=""0062663119""","=""9780062663115""",2,3.87,William Morrow,Hardcover,432,2017,2017,2019/11/01,2019/10/24,read-in-2019,read-in-2019 (#21),read,"*DNF'd @ p. 332 (after the 3rd story)<br/><br/>3 words can be used that'd accurately describe this book: what. the. fuck. It was the wackiest shit ever, like Joe Hill just had a bunch of random concepts -- not even ideas, they weren't developed enough for that -- that he put together for a book. Each story has a specific thing it's focused on, sometimes directly connected to the Strange Weather™️ phenomenon, sometimes not.<br/>To be honest, each story feels pretty incomplete, and the one thought I consistently had throughout the book was ""WHAT IS THE POINT?????"" This book might as well have been a circle, 'cause I did not see any points. It was so random and weird. <br/>The only story that was kind of interesting was Loaded. I read this book bc I heard that particular story was ""shookening"", but lemme say... it was not. There were a couple points that were shocking and terrible enough for me to be like ""HOLY MOTHER OF SHIT"" in a kind of fun way but tbh I don't think those 5 seconds of fun are worth the hours of wtf moments.",,,1,,,0,,,,,
42368604,Lock Every Door,Riley Sager,"Sager, Riley",,"=""1524745146""","=""9781524745141""",3,3.91,Dutton Books,Hardcover,371,2019,2019,2019/11/11,2019/10/03,read-in-2019,read-in-2019 (#24),read,"*3.5/5<br/>A fun page-turner. The mc did some dumbass shit a few times though, which I think is worse in this scenario because it's a thriller. ",,,1,,,0,,,,,
34323570,"Furyborn (Empirium, #1)",Claire Legrand,"Legrand, Claire",,"=""1492656623""","=""9781492656623""",0,3.83,Sourcebooks Fire,Hardcover,501,2018,2018,,2019/01/10,"to-read, judging-a-book-by-its-cover, libby, tbr-2018-releases","to-read (#99), judging-a-book-by-its-cover (#21), libby (#9), tbr-2018-releases (#16)",to-read,,,,0,,,0,,,,,
36458393,White Fragility: Why It's So Hard for White People to Talk About Racism,Robin DiAngelo,"DiAngelo, Robin",Michael Eric Dyson,"=""""","=""""",0,4.21,Beacon Press,Kindle Edition,187,2018,2018,,2019/02/14,"to-read, nonfiction, tbr-2018-releases","to-read (#113), nonfiction (#4), tbr-2018-releases (#19)",to-read,,,,0,,,0,,,,,
40536342,Heroine,Mindy McGinnis,"McGinnis, Mindy",,"=""0062847198""","=""9780062847195""",0,4.27,Katherine Tegen Books,Hardcover,419,2019,2019,,2019/03/12,"to-read, judging-a-book-by-its-cover, tbr-2019-releases","to-read (#119), judging-a-book-by-its-cover (#29), tbr-2019-releases (#12)",to-read,,,,0,,,0,,,,,
44774415,Mooncakes,Suzanne  Walker,"Walker, Suzanne","Wendy  Xu, Joamette Gil","=""154930304X""","=""9781549303043""",0,3.85,Oni Press,Paperback,255,2019,2019,,2019/07/26,"to-read, graphic-novel, lgbtq-rep, tbr-2019-releases","to-read (#147), graphic-novel (#1), lgbtq-rep (#3), tbr-2019-releases (#3)",to-read,,,,0,,,0,,,,,
222899,Inventing the Truth: The Art and Craft of Memoir,William Zinsser,"Zinsser, William","Russell Baker, Jill Ker Conway, Annie Dillard, Ian Frazier, Henry Louis Gates Jr., Alfred Kazin, Frank McCourt, Toni Morrison, Eileen Simpson","=""0395901502""","=""9780395901502""",0,3.90,Mariner Books,Paperback,240,1998,1987,2019/11/06,2019/10/29,"for-school, read-in-2019","for-school (#42), read-in-2019 (#23)",read,,,,1,,,0,,,,,
51639,Black Boy,Richard Wright,"Wright, Richard",Edward P. Jones,"=""0061130249""","=""9780061130243""",0,4.06,Harper Perennial Modern Classics,Paperback,419,2007,1945,2019/11/06,2019/09/30,"for-school, read-in-2019","for-school (#41), read-in-2019 (#22)",read,,,,1,,,0,,,,,
17571466,The Troop,Nick Cutter,"Cutter, Nick",,"=""1476717710""","=""9781476717715""",0,3.80,Gallery Books,Hardcover,358,2014,2014,,2019/10/24,"to-read, horror-thriller","to-read (#158), horror-thriller (#5)",to-read,,,,0,,,0,,,,,
33375622,Her Body and Other Parties,Carmen Maria Machado,"Machado, Carmen Maria",,"=""155597788X""","=""9781555977887""",0,3.91,Graywolf Press,Paperback,248,2017,2017,,2019/05/27,"to-read, horror-thriller","to-read (#133), horror-thriller (#4)",to-read,,,,0,,,0,,,,,
11466,This Boy's Life,Tobias Wolff,"Wolff, Tobias",,"=""0802136680""","=""9780802136688""",0,3.95,Grove Press,Paperback,304,2000,1989,,2019/05/21,"for-school, dnf","for-school (#1), dnf (#1)",dnf,ok i guess i'm not finishing my summer reading book... rip... dnf @ p.160,,,0,,,0,,,,,
17378527,"The Raven King (The Raven Cycle, #4)",Maggie Stiefvater,"Stiefvater, Maggie",,"=""0545424984""","=""9780545424981""",4,4.21,Scholastic Press,Hardcover,439,2016,2016,2017/11/18,2017/09/01,"read-in-2017, to-reread, owned","read-in-2017 (#5), to-reread (#17), owned (#58)",read,,,,1,,,0,,,,,
17378508,"Blue Lily, Lily Blue (The Raven Cycle, #3)",Maggie Stiefvater,"Stiefvater, Maggie",,"=""0545424968""","=""9780545424967""",5,4.23,Scholastic Press,Hardcover,391,2014,2014,2017/11/06,2017/09/01,"read-in-2017, to-reread, owned","read-in-2017 (#6), to-reread (#19), owned (#57)",read,,,,1,,,0,,,,,
17347389,"The Dream Thieves (The Raven Cycle, #2)",Maggie Stiefvater,"Stiefvater, Maggie",,"=""0545424941""","=""9780545424943""",5,4.20,Scholastic Press,Hardcover,439,2013,2013,2017/10/30,2017/09/01,"read-in-2017, to-reread, owned","read-in-2017 (#7), to-reread (#18), owned (#56)",read,,,,1,,,0,,,,,
17675462,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,"Stiefvater, Maggie",,"=""0545424925""","=""9780545424929""",5,4.03,Scholastic Press,Hardcover,409,2012,2012,2017/10/16,2017/08/15,"faves, read-in-2017, to-reread, owned","faves (#3), read-in-2017 (#8), to-reread (#16), owned (#55)",read,,,,1,,,0,,,,,
31145133,I Believe in a Thing Called Love,Maurene Goo,"Goo, Maurene",,"=""0374304041""","=""9780374304041""",3,3.61,"Farrar, Straus and Giroux (Byr)",Hardcover,336,2017,2017,2019/07/18,2019/03/12,read-in-2019,read-in-2019 (#18),read,"I wanted to read this book because the protagonist sounded like someone I could identify with: Asian American, good at school, and bad at dating. I was also interested in the premise, modeling your love life after K-Dramas. Here's something I liked and something I disliked:<br/>Liked: Desi's relationship with her dad. It was so cute! They had a great relationship and Appa gave me mad Asian dad feels.<br/>Disliked: Desi's actions. She's crazy-manipulative to Luca trying to get them into K-Dramatic situations together to try to get him to like her (even though he already clearly likes her, something that her friends pointed out to her) and is even analyzes her manipulative-ness at one point when Luca complains about his ex being manipulative... but she makes the excuse to herself that what she's doing is different... At one point, as the K-Drama Steps describe, she must ""make the ultimate sacrifice to prove her love."" Risking your future for your high school boyfriend? Definitely a great idea. Tell me how this girl is valedictorian again?<br/>In the end, the book was alright, with an interesting premise, but throughout the book I found myself seriously questioning Desi and her priorities.",,,1,,,0,,,,,
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",0,4.13,Ember,Paperback,208,2006,1993,,2017/09/10,"for-school, read-in-2014","for-school (#15), read-in-2014 (#40)",read,,,,1,,,0,,,,,
15688,L'Étranger,Albert Camus,"Camus, Albert",,"=""2070360024""","=""9782070360024""",0,3.99,Gallimard,Mass Market Paperback,184,2000,1942,2019/07/14,2019/07/14,"owned, read-in-2019, for-school","owned (#22), read-in-2019 (#20), for-school (#40)",read,,,,1,,,0,,,,,
38714376,The Wife Between Us,Greer Hendricks,"Hendricks, Greer",Sarah Pekkanen,"=""1250130948""","=""9781250130945""",3,3.85,St. Martin's Griffin,Paperback,432,2018,2018,2019/07/24,2019/01/12,read-in-2019,read-in-2019 (#19),read,"I was kind of worried for the first part of the book, but the twist got me interested enough to want to keep reading. Overall a pretty fun read.",,,1,,,0,,,,,
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""""","=""""",4,4.21,MTV Books/Pocket Books,Paperback,213,1999,1999,,2017/03/26,"to-reread, libby","to-reread (#5), libby (#38)",read,,,,1,,,0,,,,,
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",0,4.24,Crown Publishers,Hardcover,374,2011,2011,,2017/08/19,"libby, read-in-2016","libby (#45), read-in-2016 (#3)",read,,,,1,,,0,,,,,
24178,Charlotte's Web,E.B. White,"White, E.B.","Garth Williams, Rosemary Wells","=""0064410935""","=""9780064410939""",0,4.18,HarperCollinsPublishers,Paperback,184,2001,1952,,2017/09/10,owned,owned (#52),read,,,,1,,,0,,,,,
7763,The Joy Luck Club,Amy Tan,"Tan, Amy",,"=""0143038095""","=""9780143038092""",0,3.94,Penguin Books,Paperback,352,2006,1989,,2017/09/12,"for-school, read-in-2016, owned","for-school (#20), read-in-2016 (#14), owned (#51)",read,,,,1,,,0,,,,,
12432220,"The False Prince (Ascendance, #1)",Jennifer A. Nielsen,"Nielsen, Jennifer A.",,"=""0545284139""","=""9780545284134""",4,4.17,"Scholastic, Inc.",Hardcover,342,2012,2012,2017/03/26,2017/03/26,"read-in-2017, read-in-2014, owned","read-in-2017 (#40), read-in-2014 (#1), owned (#48)",read,,,,1,,,0,,,,,
82751,Chinese Cinderella: The True Story of an Unwanted Daughter,Adeline Yen Mah,"Mah, Adeline Yen",,"=""0440228654""","=""9780440228653""",0,4.05,Laurel Leaf (Random House Children's Books ),Paperback,205,2009,1999,,2019/07/11,"owned, read-in-2015, for-school","owned (#3), read-in-2015 (#57), for-school (#39)",read,,,,1,,,0,,,,,
17346698,"March: Book One (March, #1)",John             Lewis,"Lewis, John","Andrew Aydin, Nate Powell","=""1603093001""","=""9781603093002""",0,4.28,Top Shelf Productions,Paperback,128,2013,2013,2017/03/26,2017/03/26,"for-school, read-in-2017, owned","for-school (#24), read-in-2017 (#29), owned (#45)",read,,,,1,,,0,,,,,
18811360,The Laramie Project and The Laramie Project: Ten Years Later,Moisés Kaufman,"Kaufman, Moisés","Tectonic Theater Project, Leigh Fondakowski, Greg Pierotti, Andy Paris","=""0804170398""","=""9780804170390""",0,4.27,Vintage,Paperback,224,2014,2011,2019/05/27,2019/05/20,"for-school, read-in-2019, owned","for-school (#2), read-in-2019 (#6), owned (#44)",read,,,,1,,,0,,,,,
6609765,Out of My Mind,Sharon M. Draper,"Draper, Sharon M.",,"=""141697170X""","=""9781416971702""",0,4.36,Atheneum Books for Young Readers,Hardcover,295,2010,2010,,2017/11/29,"for-school, owned","for-school (#27), owned (#43)",read,,,,1,,,0,,,,,
32979,"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)",Carolyn Keene,"Keene, Carolyn","Russell H. Tandy, Sara Paretsky","=""1557091552""","=""9781557091550""",0,3.98,Applewood Books,Hardcover,210,1991,1930,,2018/12/09,"to-reread, owned-tbr, owned","to-reread (#8), owned-tbr (#6), owned (#19)",read,,,,1,,,0,,,,,
177508,Nurtured by Love: The Classic Approach to Talent Education,Shinichi Suzuki,"Suzuki, Shinichi",Waltraud Suzuki,"=""0874875846""","=""9780874875843""",0,4.08,Suzuki Method International,Paperback,116,1993,1966,,2018/09/16,"to-read, owned-tbr, owned","to-read (#73), owned-tbr (#3), owned (#42)",to-read,,,,0,,,0,,,,,
7613,Animal Farm,George Orwell,"Orwell, George","Boris Grabnar, Celâl Üster, Celâl Üstüner, Peter Škerl","=""0452284244""","=""9780452284241""",0,3.96,NAL,Paperback,122,2003,1945,,2017/09/10,"for-school, to-reread, owned, owned-tbr, read-in-2015","for-school (#9), to-reread (#10), owned (#7), owned-tbr (#8), read-in-2015 (#66)",read,,,,1,,,0,,,,,
161887,"East (East, #1)",Edith Pattou,"Pattou, Edith",,"=""0152052216""","=""9780152052218""",0,4.14,HMH Books for Young Readers,Paperback,507,2005,2003,,2017/09/13,"to-reread, owned-tbr, for-school, owned, read-in-2014","to-reread (#7), owned-tbr (#5), for-school (#11), owned (#14), read-in-2014 (#48)",read,,,,1,,,0,,,,,
22918050,"The Heir (The Selection, #4)",Kiera Cass,"Cass, Kiera",,"=""""","=""""",0,3.71,HarperTeen,Kindle Edition,342,2015,2015,,2017/08/18,read-in-2015,read-in-2015 (#62),read,,,,1,,,0,,,,,
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",0,4.26,St. Martin's Press,Paperback,264,2004,1939,,2017/06/02,"mysteries, owned-tbr, to-read, classics, dnf-for-now, libby, owned","mysteries (#1), owned-tbr (#2), to-read (#86), classics (#7), dnf-for-now (#1), libby (#39), owned (#41)",to-read,,,,0,,,0,,,,,
16271,The Intuitionist,Colson Whitehead,"Whitehead, Colson",,"=""""","=""""",0,3.66,Anchor Books ,Paperback,255,1999,1999,2018/04/24,2018/03/08,"for-school, read-in-2018, owned","for-school (#18), read-in-2018 (#7), owned (#38)",read,,,,1,,,0,,,,,
18490,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft","Percy Bysshe Shelley, Maurice Hindle","=""0141439475""","=""9780141439471""",0,3.83,Penguin,Paperback,352,2003,1818,2017/11/26,2017/07/03,"for-school, read-in-2017, owned","for-school (#14), read-in-2017 (#4), owned (#37)",read,,,,1,,,0,,,,,
10284860,Romeo and Juliet,William Shakespeare,"Shakespeare, William","Barbara A. Mowat, Paul Westerine","=""1451621701""","=""9781451621709""",0,3.75,Simon & Schuster,Paperback,368,2011,1597,2017/05/22,2017/04/24,"for-school, read-in-2017, owned","for-school (#28), read-in-2017 (#20), owned (#36)",read,,,,1,,,0,,,,,
15802925,Macbeth,William Shakespeare,"Shakespeare, William",,"=""1451694725""","=""9781451694727""",0,3.90,Simon  Schuster,Paperback,304,2013,1606,2018/06/02,2018/05/11,"for-school, read-in-2018, owned","for-school (#23), read-in-2018 (#9), owned (#35)",read,,,,1,,,0,,,,,
1364857,Oscar et la dame rose,Éric-Emmanuel Schmitt,"Schmitt, Éric-Emmanuel",Josiane Grinfas-Bouchibti,"=""2210754909""","=""9782210754904""",0,4.25,Magnard,Paperback,115,2006,2002,2018/06/06,2018/05/11,"for-school, read-in-2018, owned","for-school (#26), read-in-2018 (#38), owned (#34)",read,,,,1,,,0,,,,,
28865,Le Petit Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",,"=""0156013983""","=""9780156013987""",0,4.31,Mariner Books,Paperback,87,2001,1943,,2017/11/02,"for-school, owned, to-reread","for-school (#21), owned (#33), to-reread (#15)",read,,,,1,,,0,,,,,
70720,Le Petit Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",,"=""3125971403""","=""9783125971400""",0,4.31,Folio Junior,Mass Market Paperback,123,1998,1943,,2019/07/14,,,read,,,,0,,,0,,,,,
298247,The Crucible,Arthur  Miller,"Miller, Arthur",,"=""""","=""""",2,3.60,Penguin Books,Paperback,152,1982,1953,2018/09/25,2018/09/13,"for-school, read-in-2018, owned","for-school (#10), read-in-2018 (#23), owned (#31)",read,,,,1,,,0,,,,,
20802816,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",0,4.27,Sterling Publishing,Leather Bound,336,2011,1960,,2017/11/02,"for-school, read-in-2016, to-reread, owned","for-school (#31), read-in-2016 (#10), to-reread (#13), owned (#30)",read,,,,1,,,0,,,,,
18079776,The Invention of Wings,Sue Monk Kidd,"Kidd, Sue Monk",,"=""0670024783""","=""9780670024780""",4,4.23,Viking,Hardcover,384,2014,2014,2018/08/11,2018/06/08,"for-school, read-in-2018, owned","for-school (#19), read-in-2018 (#17), owned (#29)",read,,,,1,,,0,,,,,
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",0,3.78,Penguin Classics ,Paperback,541,2006,-800,2017/04/23,2017/03/26,"for-school, read-in-2017, owned","for-school (#25), read-in-2017 (#23), owned (#28)",read,,,,1,,,0,,,,,
17910054,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,"Kolbert, Elizabeth",,"=""0805092994""","=""9780805092998""",0,4.13,Henry Holt and Co. (Georg von Holtzbrinck),Hardcover,336,2014,2014,,2019/07/10,"for-school, read-in-2016, to-reread, owned","for-school (#32), read-in-2016 (#12), to-reread (#14), owned (#27)",read,,,,1,,,0,,,,,
17125,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr",H.T. Willetts,"=""""","=""""",1,3.96,"Farrar, Straus and Giroux",Paperback,182,2005,1962,,2019/07/10,"for-school, read-in-2016, owned","for-school (#33), read-in-2016 (#13), owned (#26)",read,,,,1,,,0,,,,,
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",1,3.93,Scribner,Paperback,200,2004,1925,2018/11/16,2018/11/02,"kill-it-with-fire, for-school, read-in-2018, owned","kill-it-with-fire (#5), for-school (#5), read-in-2018 (#26), owned (#24)",read,,,,1,,,0,,,,,
2158309,The Awakening,Kate Chopin,"Chopin, Kate",,"=""""","=""""",4,3.66,Barnes & Noble,Hardcover,288,1997,1899,2019/05/02,2019/04/28,"for-school, read-in-2019, owned","for-school (#3), read-in-2019 (#5), owned (#23)",read,*3.5/5,,,1,,,0,,,,,
6327,The Witches,Roald Dahl,"Dahl, Roald","Quentin Blake, Francesca Lazzarato, Lorenza Manzi","=""0590032496""","=""9780590032490""",0,4.15,Scholastic Inc.,Paperback,208,1997,1983,,2019/06/28,owned,owned (#21),read,,,,1,,,0,,,,,
23398763,Everything I Never Told You,Celeste Ng,"Ng, Celeste",,"=""0143127551""","=""9780143127550""",4,3.86,Penguin Books,Paperback,292,2015,2014,2017/09/17,2017/06/30,"for-school, read-in-2017, owned","for-school (#12), read-in-2017 (#11), owned (#20)",read,,,,2,,,0,,,,,
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",0,4.27,Disney Hyperion Books,Paperback,377,2006,2005,,2017/03/26,owned,owned (#18),read,,,,1,,,0,,,,,
7090447,"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,"Riordan, Rick",,"=""1423113381""","=""9781423113386""",0,4.08,Disney-Hyperion,Hardcover,516,2010,2010,,2017/08/18,owned,owned (#17),read,,,,1,,,0,,,,,
35522836,No Exit,Taylor  Adams,"Adams, Taylor",,"=""""","=""""",4,4.03,Joffe Books,Kindle Edition,278,2017,2018,2019/07/12,2019/06/03,read-in-2019,read-in-2019 (#17),read,Thrilling and absolutely crazy.,,,1,,,0,,,,,
21535019,"The Long Haul (Diary of a Wimpy Kid, #9)",Jeff Kinney,"Kinney, Jeff",,"=""141971189X""","=""9781419711893""",0,4.35,Amulet Books,Hardcover,224,2014,2014,,2019/07/11,read-in-2014,read-in-2014 (#64),read,,,,1,,,0,,,,,
18705209,"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan,"Riordan, Rick",,"=""1484724917""","=""9781423146735""",0,4.40,Disney-Hyperion Books,Hardcover,516,2014,2014,,2017/08/18,read-in-2014,read-in-2014 (#63),read,,,,1,,,0,,,,,
6393631,"Smile (Smile, #1)",Raina Telgemeier,"Telgemeier, Raina",,"=""0545132053""","=""9780545132053""",0,4.25,Scholastic/Graphix,Hardcover,214,2010,2009,,2017/09/13,owned,owned (#16),read,,,,1,,,0,,,,,
18225810,"Sisters (Smile, #2)",Raina Telgemeier,"Telgemeier, Raina",,"=""0545540607""","=""9780545540605""",0,4.35,Scholastic/Graphix,Paperback,199,2014,2014,,2017/09/13,read-in-2014,read-in-2014 (#62),read,,,,1,,,0,,,,,
20701998,"Emperor Pickletine Rides the Bus (Origami Yoda, #6)",Tom Angleberger,"Angleberger, Tom",,"=""141970933X""","=""9781419709333""",0,4.30,Harry N. Abrams,Hardcover,210,2014,2014,,2019/07/11,read-in-2014,read-in-2014 (#61),read,,,,1,,,0,,,,,
16280882,"Countdown (The 39 Clues: Unstoppable, #3)",Natalie Standiford,"Standiford, Natalie",,"=""0545521459""","=""9780545521451""",0,4.23,Scholastic Inc.,Hardcover,190,2014,2014,,2017/08/18,read-in-2014,read-in-2014 (#60),read,,,,1,,,0,,,,,
16280883,"Breakaway (The 39 Clues: Unstoppable, #2)",Jeff Hirsch,"Hirsch, Jeff",,"=""0545521424""","=""9780545521420""",0,4.24,Scholastic Inc.,Hardcover,192,2014,2013,,2017/08/18,read-in-2014,read-in-2014 (#59),read,,,,1,,,0,,,,,
16280884,"Nowhere to Run (The 39 Clues: Unstoppable, #1)",Jude Watson,"Watson, Jude",,"=""0545521378""","=""9780545521376""",0,4.25,Scholastic Inc.,Hardcover,266,2013,2013,,2017/08/18,read-in-2014,read-in-2014 (#58),read,,,,1,,,0,,,,,
17681750,"Bramblestar's Storm (Warriors Super Edition, #7)",Erin Hunter,"Hunter, Erin",,"=""0062291440""","=""9780062291448""",0,4.43,HarperCollins,Library Binding,512,2014,2014,,2017/08/18,read-in-2014,read-in-2014 (#57),read,,,,1,,,0,,,,,
4374400,If I Stay,Gayle Forman,"Forman, Gayle",,"=""0525421033""","=""9780525421030""",3,3.93,Viking,Hardcover,201,2009,2009,,2017/06/02,read-in-2014,read-in-2014 (#56),read,,,,1,,,0,,,,,
1113545,"The Candy Shop War (The Candy Shop War, #1)",Brandon Mull,"Mull, Brandon",,"=""159038783X""","=""9781590387832""",0,4.05,Shadow Mountain,Hardcover,404,2007,2007,,2017/08/18,read-in-2014,read-in-2014 (#55),read,,,,1,,,0,,,,,
18685287,"Princess Labelmaker to the Rescue! (Origami Yoda, #5)",Tom Angleberger,"Angleberger, Tom",,"=""1419710524""","=""9781419710520""",0,4.26,Harry N. Abrams,Hardcover,189,2014,2014,,2019/07/11,read-in-2014,read-in-2014 (#54),read,,,,1,,,0,,,,,
17802191,"The Surprise Attack of Jabba the Puppett (Origami Yoda, #4)",Tom Angleberger,"Angleberger, Tom",,"=""1419708589""","=""9781419708589""",0,4.21,Harry N. Abrams,Hardcover,214,2013,2013,,2019/07/11,read-in-2014,read-in-2014 (#53),read,,,,1,,,0,,,,,
13591296,"The Secret of the Fortune Wookiee  (Origami Yoda, #3)",Tom Angleberger,"Angleberger, Tom",Cece Bell,"=""1419703927""","=""9781419703928""",0,4.02,Harry N. Abrams,Hardcover,202,2012,2012,,2019/07/11,owned,owned (#15),read,,,,1,,,0,,,,,
10803806,Darth Paper Strikes Back (Origami Yoda #2),Tom Angleberger,"Angleberger, Tom",,"=""1419700278""","=""9781419700279""",0,4.12,Harry N. Abrams,Hardcover,163,2011,2011,,2019/07/11,,,read,,,,1,,,0,,,,,
7150174,The Strange Case of Origami Yoda (Origami Yoda #1),Tom Angleberger,"Angleberger, Tom",,"=""0810984253""","=""9780810984257""",0,3.89,Amulet Books,Hardcover,141,2010,2010,,2019/07/11,,,read,,,,1,,,0,,,,,
166753,Two-Minute Mysteries,Donald J. Sobol,"Sobol, Donald J.",,"=""0590447874""","=""9780590447874""",0,3.73,Scholastic Paperbacks,Paperback,160,1991,1967,,2019/07/11,read-in-2014,read-in-2014 (#52),read,,,,1,,,0,,,,,
